Provincias;Municipios;Sexo;Edad;Total
05 Ávila;05231 San Vicente de Arévalo;Total;De 75 a 79 años;9
05 Ávila;05231 San Vicente de Arévalo;Total;De 80 a 84 años;6
05 Ávila;05231 San Vicente de Arévalo;Total;De 85 a 89 años;3
05 Ávila;05231 San Vicente de Arévalo;Total;De 90 a 94 años;9
05 Ávila;05231 San Vicente de Arévalo;Total;De 95 a 99 años;3
05 Ávila;05231 San Vicente de Arévalo;Total;100 y más años;0
05 Ávila;05232 Serrada, La;Total;De 65 a 69 años;9
05 Ávila;05232 Serrada, La;Total;De 70 a 74 años;10
05 Ávila;05232 Serrada, La;Total;De 75 a 79 años;2
05 Ávila;05232 Serrada, La;Total;De 80 a 84 años;4
05 Ávila;05232 Serrada, La;Total;De 85 a 89 años;5
05 Ávila;05232 Serrada, La;Total;De 90 a 94 años;4
05 Ávila;05232 Serrada, La;Total;De 95 a 99 años;2
05 Ávila;05232 Serrada, La;Total;100 y más años;0
05 Ávila;05233 Serranillos;Total;De 65 a 69 años;21
05 Ávila;05233 Serranillos;Total;De 70 a 74 años;12
05 Ávila;05233 Serranillos;Total;De 75 a 79 años;16
05 Ávila;05233 Serranillos;Total;De 80 a 84 años;18
05 Ávila;05233 Serranillos;Total;De 85 a 89 años;14
05 Ávila;05233 Serranillos;Total;De 90 a 94 años;6
05 Ávila;05233 Serranillos;Total;De 95 a 99 años;0
05 Ávila;05233 Serranillos;Total;100 y más años;0
05 Ávila;05234 Sigeres;Total;De 65 a 69 años;5
05 Ávila;05234 Sigeres;Total;De 70 a 74 años;4
05 Ávila;05234 Sigeres;Total;De 75 a 79 años;8
05 Ávila;05234 Sigeres;Total;De 80 a 84 años;1
05 Ávila;05234 Sigeres;Total;De 85 a 89 años;1
05 Ávila;05234 Sigeres;Total;De 90 a 94 años;5
05 Ávila;05234 Sigeres;Total;De 95 a 99 años;1
05 Ávila;05234 Sigeres;Total;100 y más años;0
05 Ávila;05235 Sinlabajos;Total;De 65 a 69 años;10
05 Ávila;05235 Sinlabajos;Total;De 70 a 74 años;7
05 Ávila;05235 Sinlabajos;Total;De 75 a 79 años;4
05 Ávila;05235 Sinlabajos;Total;De 80 a 84 años;3
05 Ávila;05235 Sinlabajos;Total;De 85 a 89 años;15
05 Ávila;05235 Sinlabajos;Total;De 90 a 94 años;16
05 Ávila;05235 Sinlabajos;Total;De 95 a 99 años;9
05 Ávila;05235 Sinlabajos;Total;100 y más años;1
05 Ávila;05236 Solana de Ávila;Total;De 65 a 69 años;10
05 Ávila;05236 Solana de Ávila;Total;De 70 a 74 años;7
05 Ávila;05236 Solana de Ávila;Total;De 75 a 79 años;7
05 Ávila;05236 Solana de Ávila;Total;De 80 a 84 años;4
05 Ávila;05236 Solana de Ávila;Total;De 85 a 89 años;5
05 Ávila;05236 Solana de Ávila;Total;De 90 a 94 años;3
05 Ávila;05236 Solana de Ávila;Total;De 95 a 99 años;0
05 Ávila;05236 Solana de Ávila;Total;100 y más años;0
05 Ávila;05237 Solana de Rioalmar;Total;De 65 a 69 años;17
05 Ávila;05237 Solana de Rioalmar;Total;De 70 a 74 años;13
05 Ávila;05237 Solana de Rioalmar;Total;De 75 a 79 años;6
05 Ávila;05237 Solana de Rioalmar;Total;De 80 a 84 años;2
05 Ávila;05237 Solana de Rioalmar;Total;De 85 a 89 años;11
05 Ávila;05237 Solana de Rioalmar;Total;De 90 a 94 años;5
05 Ávila;05237 Solana de Rioalmar;Total;De 95 a 99 años;2
05 Ávila;05237 Solana de Rioalmar;Total;100 y más años;0
05 Ávila;05238 Solosancho;Total;De 65 a 69 años;67
05 Ávila;05238 Solosancho;Total;De 70 a 74 años;42
05 Ávila;05238 Solosancho;Total;De 75 a 79 años;47
05 Ávila;05238 Solosancho;Total;De 80 a 84 años;46
05 Ávila;05238 Solosancho;Total;De 85 a 89 años;38
05 Ávila;05238 Solosancho;Total;De 90 a 94 años;22
05 Ávila;05238 Solosancho;Total;De 95 a 99 años;1
05 Ávila;05238 Solosancho;Total;100 y más años;1
05 Ávila;05239 Sotalbo;Total;De 65 a 69 años;18
05 Ávila;05239 Sotalbo;Total;De 70 a 74 años;9
05 Ávila;05239 Sotalbo;Total;De 75 a 79 años;10
05 Ávila;05239 Sotalbo;Total;De 80 a 84 años;6
05 Ávila;05239 Sotalbo;Total;De 85 a 89 años;9
05 Ávila;05239 Sotalbo;Total;De 90 a 94 años;1
05 Ávila;05239 Sotalbo;Total;De 95 a 99 años;2
05 Ávila;05239 Sotalbo;Total;100 y más años;0
05 Ávila;05240 Sotillo de la Adrada;Total;De 65 a 69 años;299
05 Ávila;05240 Sotillo de la Adrada;Total;De 70 a 74 años;221
05 Ávila;05240 Sotillo de la Adrada;Total;De 75 a 79 años;189
05 Ávila;05240 Sotillo de la Adrada;Total;De 80 a 84 años;176
05 Ávila;05240 Sotillo de la Adrada;Total;De 85 a 89 años;95
05 Ávila;05240 Sotillo de la Adrada;Total;De 90 a 94 años;74
05 Ávila;05240 Sotillo de la Adrada;Total;De 95 a 99 años;28
05 Ávila;05240 Sotillo de la Adrada;Total;100 y más años;2
05 Ávila;05241 Tiemblo, El;Total;De 65 a 69 años;296
05 Ávila;05241 Tiemblo, El;Total;De 70 a 74 años;208
05 Ávila;05241 Tiemblo, El;Total;De 75 a 79 años;182
05 Ávila;05241 Tiemblo, El;Total;De 80 a 84 años;141
05 Ávila;05241 Tiemblo, El;Total;De 85 a 89 años;111
05 Ávila;05241 Tiemblo, El;Total;De 90 a 94 años;68
05 Ávila;05241 Tiemblo, El;Total;De 95 a 99 años;24
05 Ávila;05241 Tiemblo, El;Total;100 y más años;2
05 Ávila;05242 Tiñosillos;Total;De 65 a 69 años;64
05 Ávila;05242 Tiñosillos;Total;De 70 a 74 años;44
05 Ávila;05242 Tiñosillos;Total;De 75 a 79 años;30
05 Ávila;05242 Tiñosillos;Total;De 80 a 84 años;22
05 Ávila;05242 Tiñosillos;Total;De 85 a 89 años;11
05 Ávila;05242 Tiñosillos;Total;De 90 a 94 años;6
05 Ávila;05242 Tiñosillos;Total;De 95 a 99 años;1
05 Ávila;05242 Tiñosillos;Total;100 y más años;0
05 Ávila;05243 Tolbaños;Total;De 65 a 69 años;4
05 Ávila;05243 Tolbaños;Total;De 70 a 74 años;7
05 Ávila;05243 Tolbaños;Total;De 75 a 79 años;1
05 Ávila;05243 Tolbaños;Total;De 80 a 84 años;1
05 Ávila;05243 Tolbaños;Total;De 85 a 89 años;4
05 Ávila;05243 Tolbaños;Total;De 90 a 94 años;3
05 Ávila;05243 Tolbaños;Total;De 95 a 99 años;2
05 Ávila;05243 Tolbaños;Total;100 y más años;0
05 Ávila;05244 Tormellas;Total;De 65 a 69 años;8
05 Ávila;05244 Tormellas;Total;De 70 a 74 años;0
05 Ávila;05244 Tormellas;Total;De 75 a 79 años;5
05 Ávila;05244 Tormellas;Total;De 80 a 84 años;5
05 Ávila;05244 Tormellas;Total;De 85 a 89 años;3
05 Ávila;05244 Tormellas;Total;De 90 a 94 años;2
05 Ávila;05244 Tormellas;Total;De 95 a 99 años;1
05 Ávila;05244 Tormellas;Total;100 y más años;0
05 Ávila;05245 Tornadizos de Ávila;Total;De 65 a 69 años;19
05 Ávila;05245 Tornadizos de Ávila;Total;De 70 a 74 años;20
05 Ávila;05245 Tornadizos de Ávila;Total;De 75 a 79 años;14
05 Ávila;05245 Tornadizos de Ávila;Total;De 80 a 84 años;17
05 Ávila;05245 Tornadizos de Ávila;Total;De 85 a 89 años;10
05 Ávila;05245 Tornadizos de Ávila;Total;De 90 a 94 años;8
05 Ávila;05245 Tornadizos de Ávila;Total;De 95 a 99 años;3
05 Ávila;05245 Tornadizos de Ávila;Total;100 y más años;0
05 Ávila;05246 Tórtoles;Total;De 65 a 69 años;8
05 Ávila;05246 Tórtoles;Total;De 70 a 74 años;2
05 Ávila;05246 Tórtoles;Total;De 75 a 79 años;2
05 Ávila;05246 Tórtoles;Total;De 80 a 84 años;2
05 Ávila;05246 Tórtoles;Total;De 85 a 89 años;4
05 Ávila;05246 Tórtoles;Total;De 90 a 94 años;4
05 Ávila;05246 Tórtoles;Total;De 95 a 99 años;1
05 Ávila;05246 Tórtoles;Total;100 y más años;0
05 Ávila;05247 Torre, La;Total;De 65 a 69 años;13
05 Ávila;05247 Torre, La;Total;De 70 a 74 años;18
05 Ávila;05247 Torre, La;Total;De 75 a 79 años;11
05 Ávila;05247 Torre, La;Total;De 80 a 84 años;12
05 Ávila;05247 Torre, La;Total;De 85 a 89 años;13
05 Ávila;05247 Torre, La;Total;De 90 a 94 años;16
05 Ávila;05247 Torre, La;Total;De 95 a 99 años;7
05 Ávila;05247 Torre, La;Total;100 y más años;1
05 Ávila;05249 Umbrías;Total;De 65 a 69 años;7
05 Ávila;05249 Umbrías;Total;De 70 a 74 años;2
05 Ávila;05249 Umbrías;Total;De 75 a 79 años;2
05 Ávila;05249 Umbrías;Total;De 80 a 84 años;3
05 Ávila;05249 Umbrías;Total;De 85 a 89 años;5
05 Ávila;05249 Umbrías;Total;De 90 a 94 años;5
05 Ávila;05249 Umbrías;Total;De 95 a 99 años;1
05 Ávila;05249 Umbrías;Total;100 y más años;2
05 Ávila;05251 Vadillo de la Sierra;Total;De 65 a 69 años;6
05 Ávila;05251 Vadillo de la Sierra;Total;De 70 a 74 años;6
05 Ávila;05251 Vadillo de la Sierra;Total;De 75 a 79 años;2
05 Ávila;05251 Vadillo de la Sierra;Total;De 80 a 84 años;5
05 Ávila;05251 Vadillo de la Sierra;Total;De 85 a 89 años;4
05 Ávila;05251 Vadillo de la Sierra;Total;De 90 a 94 años;1
05 Ávila;05251 Vadillo de la Sierra;Total;De 95 a 99 años;0
05 Ávila;05251 Vadillo de la Sierra;Total;100 y más años;0
05 Ávila;05252 Valdecasa;Total;De 65 a 69 años;9
05 Ávila;05252 Valdecasa;Total;De 70 a 74 años;4
05 Ávila;05252 Valdecasa;Total;De 75 a 79 años;3
05 Ávila;05252 Valdecasa;Total;De 80 a 84 años;4
05 Ávila;05252 Valdecasa;Total;De 85 a 89 años;4
05 Ávila;05252 Valdecasa;Total;De 90 a 94 años;0
05 Ávila;05252 Valdecasa;Total;De 95 a 99 años;0
05 Ávila;05252 Valdecasa;Total;100 y más años;0
05 Ávila;05253 Vega de Santa María;Total;De 65 a 69 años;7
05 Ávila;05253 Vega de Santa María;Total;De 70 a 74 años;1
05 Ávila;05253 Vega de Santa María;Total;De 75 a 79 años;2
05 Ávila;05253 Vega de Santa María;Total;De 80 a 84 años;4
05 Ávila;05253 Vega de Santa María;Total;De 85 a 89 años;3
05 Ávila;05253 Vega de Santa María;Total;De 90 a 94 años;3
05 Ávila;05253 Vega de Santa María;Total;De 95 a 99 años;5
05 Ávila;05253 Vega de Santa María;Total;100 y más años;0
05 Ávila;05254 Velayos;Total;De 65 a 69 años;20
05 Ávila;05254 Velayos;Total;De 70 a 74 años;19
05 Ávila;05254 Velayos;Total;De 75 a 79 años;10
05 Ávila;05254 Velayos;Total;De 80 a 84 años;7
05 Ávila;05254 Velayos;Total;De 85 a 89 años;6
05 Ávila;05254 Velayos;Total;De 90 a 94 años;4
05 Ávila;05254 Velayos;Total;De 95 a 99 años;2
05 Ávila;05254 Velayos;Total;100 y más años;0
05 Ávila;05256 Villaflor;Total;De 65 a 69 años;14
05 Ávila;05256 Villaflor;Total;De 70 a 74 años;8
05 Ávila;05256 Villaflor;Total;De 75 a 79 años;9
05 Ávila;05256 Villaflor;Total;De 80 a 84 años;4
05 Ávila;05256 Villaflor;Total;De 85 a 89 años;5
05 Ávila;05256 Villaflor;Total;De 90 a 94 años;4
05 Ávila;05256 Villaflor;Total;De 95 a 99 años;1
05 Ávila;05256 Villaflor;Total;100 y más años;0
05 Ávila;05257 Villafranca de la Sierra;Total;De 65 a 69 años;14
05 Ávila;05257 Villafranca de la Sierra;Total;De 70 a 74 años;9
05 Ávila;05257 Villafranca de la Sierra;Total;De 75 a 79 años;7
05 Ávila;05257 Villafranca de la Sierra;Total;De 80 a 84 años;9
05 Ávila;05257 Villafranca de la Sierra;Total;De 85 a 89 años;2
05 Ávila;05257 Villafranca de la Sierra;Total;De 90 a 94 años;6
05 Ávila;05257 Villafranca de la Sierra;Total;De 95 a 99 años;0
05 Ávila;05257 Villafranca de la Sierra;Total;100 y más años;0
05 Ávila;05258 Villanueva de Gómez;Total;De 65 a 69 años;11
05 Ávila;05258 Villanueva de Gómez;Total;De 70 a 74 años;10
05 Ávila;05258 Villanueva de Gómez;Total;De 75 a 79 años;13
05 Ávila;05258 Villanueva de Gómez;Total;De 80 a 84 años;5
05 Ávila;05258 Villanueva de Gómez;Total;De 85 a 89 años;5
05 Ávila;05258 Villanueva de Gómez;Total;De 90 a 94 años;5
05 Ávila;05258 Villanueva de Gómez;Total;De 95 a 99 años;1
05 Ávila;05258 Villanueva de Gómez;Total;100 y más años;0
05 Ávila;05259 Villanueva del Aceral;Total;De 65 a 69 años;4
05 Ávila;05259 Villanueva del Aceral;Total;De 70 a 74 años;5
05 Ávila;05259 Villanueva del Aceral;Total;De 75 a 79 años;4
05 Ávila;05259 Villanueva del Aceral;Total;De 80 a 84 años;9
05 Ávila;05259 Villanueva del Aceral;Total;De 85 a 89 años;6
05 Ávila;05259 Villanueva del Aceral;Total;De 90 a 94 años;5
05 Ávila;05259 Villanueva del Aceral;Total;De 95 a 99 años;1
05 Ávila;05259 Villanueva del Aceral;Total;100 y más años;0
05 Ávila;05260 Villanueva del Campillo;Total;De 65 a 69 años;6
05 Ávila;05260 Villanueva del Campillo;Total;De 70 a 74 años;4
05 Ávila;05260 Villanueva del Campillo;Total;De 75 a 79 años;10
05 Ávila;05260 Villanueva del Campillo;Total;De 80 a 84 años;2
05 Ávila;05260 Villanueva del Campillo;Total;De 85 a 89 años;5
05 Ávila;05260 Villanueva del Campillo;Total;De 90 a 94 años;5
05 Ávila;05260 Villanueva del Campillo;Total;De 95 a 99 años;3
05 Ávila;05260 Villanueva del Campillo;Total;100 y más años;0
05 Ávila;05261 Villar de Corneja;Total;De 65 a 69 años;2
05 Ávila;05261 Villar de Corneja;Total;De 70 a 74 años;3
05 Ávila;05261 Villar de Corneja;Total;De 75 a 79 años;2
05 Ávila;05261 Villar de Corneja;Total;De 80 a 84 años;2
05 Ávila;05261 Villar de Corneja;Total;De 85 a 89 años;3
05 Ávila;05261 Villar de Corneja;Total;De 90 a 94 años;2
05 Ávila;05261 Villar de Corneja;Total;De 95 a 99 años;0
05 Ávila;05261 Villar de Corneja;Total;100 y más años;0
05 Ávila;05262 Villarejo del Valle;Total;De 65 a 69 años;32
05 Ávila;05262 Villarejo del Valle;Total;De 70 a 74 años;30
05 Ávila;05262 Villarejo del Valle;Total;De 75 a 79 años;26
05 Ávila;05262 Villarejo del Valle;Total;De 80 a 84 años;14
05 Ávila;05262 Villarejo del Valle;Total;De 85 a 89 años;16
05 Ávila;05262 Villarejo del Valle;Total;De 90 a 94 años;11
05 Ávila;05262 Villarejo del Valle;Total;De 95 a 99 años;2
05 Ávila;05262 Villarejo del Valle;Total;100 y más años;1
05 Ávila;05263 Villatoro;Total;De 65 a 69 años;18
05 Ávila;05263 Villatoro;Total;De 70 a 74 años;15
05 Ávila;05263 Villatoro;Total;De 75 a 79 años;13
05 Ávila;05263 Villatoro;Total;De 80 a 84 años;10
05 Ávila;05263 Villatoro;Total;De 85 a 89 años;4
05 Ávila;05263 Villatoro;Total;De 90 a 94 años;5
05 Ávila;05263 Villatoro;Total;De 95 a 99 años;0
05 Ávila;05263 Villatoro;Total;100 y más años;0
05 Ávila;05264 Viñegra de Moraña;Total;De 65 a 69 años;14
05 Ávila;05264 Viñegra de Moraña;Total;De 70 a 74 años;4
05 Ávila;05264 Viñegra de Moraña;Total;De 75 a 79 años;4
05 Ávila;05264 Viñegra de Moraña;Total;De 80 a 84 años;2
05 Ávila;05264 Viñegra de Moraña;Total;De 85 a 89 años;1
05 Ávila;05264 Viñegra de Moraña;Total;De 90 a 94 años;1
05 Ávila;05264 Viñegra de Moraña;Total;De 95 a 99 años;0
05 Ávila;05264 Viñegra de Moraña;Total;100 y más años;0
05 Ávila;05265 Vita;Total;De 65 a 69 años;4
05 Ávila;05265 Vita;Total;De 70 a 74 años;1
05 Ávila;05265 Vita;Total;De 75 a 79 años;4
05 Ávila;05265 Vita;Total;De 80 a 84 años;4
05 Ávila;05265 Vita;Total;De 85 a 89 años;6
05 Ávila;05265 Vita;Total;De 90 a 94 años;2
05 Ávila;05265 Vita;Total;De 95 a 99 años;0
05 Ávila;05265 Vita;Total;100 y más años;0
05 Ávila;05266 Zapardiel de la Cañada;Total;De 65 a 69 años;11
05 Ávila;05266 Zapardiel de la Cañada;Total;De 70 a 74 años;12
05 Ávila;05266 Zapardiel de la Cañada;Total;De 75 a 79 años;9
05 Ávila;05266 Zapardiel de la Cañada;Total;De 80 a 84 años;3
05 Ávila;05266 Zapardiel de la Cañada;Total;De 85 a 89 años;7
05 Ávila;05266 Zapardiel de la Cañada;Total;De 90 a 94 años;4
05 Ávila;05266 Zapardiel de la Cañada;Total;De 95 a 99 años;1
05 Ávila;05266 Zapardiel de la Cañada;Total;100 y más años;0
05 Ávila;05267 Zapardiel de la Ribera;Total;De 65 a 69 años;1
05 Ávila;05267 Zapardiel de la Ribera;Total;De 70 a 74 años;1
05 Ávila;05267 Zapardiel de la Ribera;Total;De 75 a 79 años;6
05 Ávila;05267 Zapardiel de la Ribera;Total;De 80 a 84 años;3
05 Ávila;05267 Zapardiel de la Ribera;Total;De 85 a 89 años;7
05 Ávila;05267 Zapardiel de la Ribera;Total;De 90 a 94 años;3
05 Ávila;05267 Zapardiel de la Ribera;Total;De 95 a 99 años;1
05 Ávila;05267 Zapardiel de la Ribera;Total;100 y más años;0
05 Ávila;05901 San Juan de Gredos;Total;De 65 a 69 años;26
05 Ávila;05901 San Juan de Gredos;Total;De 70 a 74 años;17
05 Ávila;05901 San Juan de Gredos;Total;De 75 a 79 años;11
05 Ávila;05901 San Juan de Gredos;Total;De 80 a 84 años;9
05 Ávila;05901 San Juan de Gredos;Total;De 85 a 89 años;13
05 Ávila;05901 San Juan de Gredos;Total;De 90 a 94 años;13
05 Ávila;05901 San Juan de Gredos;Total;De 95 a 99 años;3
05 Ávila;05901 San Juan de Gredos;Total;100 y más años;0
05 Ávila;05902 Santa María del Cubillo;Total;De 65 a 69 años;25
05 Ávila;05902 Santa María del Cubillo;Total;De 70 a 74 años;22
05 Ávila;05902 Santa María del Cubillo;Total;De 75 a 79 años;26
05 Ávila;05902 Santa María del Cubillo;Total;De 80 a 84 años;15
05 Ávila;05902 Santa María del Cubillo;Total;De 85 a 89 años;13
05 Ávila;05902 Santa María del Cubillo;Total;De 90 a 94 años;5
05 Ávila;05902 Santa María del Cubillo;Total;De 95 a 99 años;2
05 Ávila;05902 Santa María del Cubillo;Total;100 y más años;0
05 Ávila;05903 Diego del Carpio;Total;De 65 a 69 años;7
05 Ávila;05903 Diego del Carpio;Total;De 70 a 74 años;7
05 Ávila;05903 Diego del Carpio;Total;De 75 a 79 años;1
05 Ávila;05903 Diego del Carpio;Total;De 80 a 84 años;9
05 Ávila;05903 Diego del Carpio;Total;De 85 a 89 años;9
05 Ávila;05903 Diego del Carpio;Total;De 90 a 94 años;11
05 Ávila;05903 Diego del Carpio;Total;De 95 a 99 años;1
05 Ávila;05903 Diego del Carpio;Total;100 y más años;1
05 Ávila;05904 Santiago del Tormes;Total;De 65 a 69 años;11
05 Ávila;05904 Santiago del Tormes;Total;De 70 a 74 años;7
05 Ávila;05904 Santiago del Tormes;Total;De 75 a 79 años;10
05 Ávila;05904 Santiago del Tormes;Total;De 80 a 84 años;6
05 Ávila;05904 Santiago del Tormes;Total;De 85 a 89 años;5
05 Ávila;05904 Santiago del Tormes;Total;De 90 a 94 años;1
05 Ávila;05904 Santiago del Tormes;Total;De 95 a 99 años;0
05 Ávila;05904 Santiago del Tormes;Total;100 y más años;0
05 Ávila;05905 Villanueva de Ávila;Total;De 65 a 69 años;18
05 Ávila;05905 Villanueva de Ávila;Total;De 70 a 74 años;13
05 Ávila;05905 Villanueva de Ávila;Total;De 75 a 79 años;18
05 Ávila;05905 Villanueva de Ávila;Total;De 80 a 84 años;17
05 Ávila;05905 Villanueva de Ávila;Total;De 85 a 89 años;11
05 Ávila;05905 Villanueva de Ávila;Total;De 90 a 94 años;10
05 Ávila;05905 Villanueva de Ávila;Total;De 95 a 99 años;5
05 Ávila;05905 Villanueva de Ávila;Total;100 y más años;1
09 Burgos;09001 Abajas;Total;De 65 a 69 años;2
09 Burgos;09001 Abajas;Total;De 70 a 74 años;2
09 Burgos;09001 Abajas;Total;De 75 a 79 años;0
09 Burgos;09001 Abajas;Total;De 80 a 84 años;4
09 Burgos;09001 Abajas;Total;De 85 a 89 años;1
09 Burgos;09001 Abajas;Total;De 90 a 94 años;1
09 Burgos;09001 Abajas;Total;De 95 a 99 años;0
09 Burgos;09001 Abajas;Total;100 y más años;0
09 Burgos;09003 Adrada de Haza;Total;De 65 a 69 años;18
09 Burgos;09003 Adrada de Haza;Total;De 70 a 74 años;11
09 Burgos;09003 Adrada de Haza;Total;De 75 a 79 años;8
09 Burgos;09003 Adrada de Haza;Total;De 80 a 84 años;11
09 Burgos;09003 Adrada de Haza;Total;De 85 a 89 años;4
09 Burgos;09003 Adrada de Haza;Total;De 90 a 94 años;6
09 Burgos;09003 Adrada de Haza;Total;De 95 a 99 años;2
09 Burgos;09003 Adrada de Haza;Total;100 y más años;1
09 Burgos;09006 Aguas Cándidas;Total;De 65 a 69 años;5
09 Burgos;09006 Aguas Cándidas;Total;De 70 a 74 años;4
09 Burgos;09006 Aguas Cándidas;Total;De 75 a 79 años;6
09 Burgos;09006 Aguas Cándidas;Total;De 80 a 84 años;2
09 Burgos;09006 Aguas Cándidas;Total;De 85 a 89 años;3
09 Burgos;09006 Aguas Cándidas;Total;De 90 a 94 años;6
09 Burgos;09006 Aguas Cándidas;Total;De 95 a 99 años;0
09 Burgos;09006 Aguas Cándidas;Total;100 y más años;0
09 Burgos;09007 Aguilar de Bureba;Total;De 65 a 69 años;2
09 Burgos;09007 Aguilar de Bureba;Total;De 70 a 74 años;3
09 Burgos;09007 Aguilar de Bureba;Total;De 75 a 79 años;2
09 Burgos;09007 Aguilar de Bureba;Total;De 80 a 84 años;0
09 Burgos;09007 Aguilar de Bureba;Total;De 85 a 89 años;1
09 Burgos;09007 Aguilar de Bureba;Total;De 90 a 94 años;2
09 Burgos;09007 Aguilar de Bureba;Total;De 95 a 99 años;1
09 Burgos;09007 Aguilar de Bureba;Total;100 y más años;0
09 Burgos;09009 Albillos;Total;De 65 a 69 años;10
09 Burgos;09009 Albillos;Total;De 70 a 74 años;9
09 Burgos;09009 Albillos;Total;De 75 a 79 años;8
09 Burgos;09009 Albillos;Total;De 80 a 84 años;2
09 Burgos;09009 Albillos;Total;De 85 a 89 años;1
09 Burgos;09009 Albillos;Total;De 90 a 94 años;1
09 Burgos;09009 Albillos;Total;De 95 a 99 años;0
09 Burgos;09009 Albillos;Total;100 y más años;0
09 Burgos;09010 Alcocero de Mola;Total;De 65 a 69 años;5
