Provincias;Municipios;Sexo;Edad;Total
09 Burgos;09241 Orbaneja Riopico;Total;De 65 a 69 años;18
09 Burgos;09241 Orbaneja Riopico;Total;De 70 a 74 años;16
09 Burgos;09241 Orbaneja Riopico;Total;De 75 a 79 años;16
09 Burgos;09241 Orbaneja Riopico;Total;De 80 a 84 años;4
09 Burgos;09241 Orbaneja Riopico;Total;De 85 a 89 años;1
09 Burgos;09241 Orbaneja Riopico;Total;De 90 a 94 años;2
09 Burgos;09241 Orbaneja Riopico;Total;De 95 a 99 años;2
09 Burgos;09241 Orbaneja Riopico;Total;100 y más años;0
09 Burgos;09242 Padilla de Abajo;Total;De 65 a 69 años;11
09 Burgos;09242 Padilla de Abajo;Total;De 70 a 74 años;10
09 Burgos;09242 Padilla de Abajo;Total;De 75 a 79 años;12
09 Burgos;09242 Padilla de Abajo;Total;De 80 a 84 años;8
09 Burgos;09242 Padilla de Abajo;Total;De 85 a 89 años;5
09 Burgos;09242 Padilla de Abajo;Total;De 90 a 94 años;2
09 Burgos;09242 Padilla de Abajo;Total;De 95 a 99 años;0
09 Burgos;09242 Padilla de Abajo;Total;100 y más años;0
09 Burgos;09243 Padilla de Arriba;Total;De 65 a 69 años;10
09 Burgos;09243 Padilla de Arriba;Total;De 70 a 74 años;3
09 Burgos;09243 Padilla de Arriba;Total;De 75 a 79 años;5
09 Burgos;09243 Padilla de Arriba;Total;De 80 a 84 años;4
09 Burgos;09243 Padilla de Arriba;Total;De 85 a 89 años;3
09 Burgos;09243 Padilla de Arriba;Total;De 90 a 94 años;3
09 Burgos;09243 Padilla de Arriba;Total;De 95 a 99 años;1
09 Burgos;09243 Padilla de Arriba;Total;100 y más años;0
09 Burgos;09244 Padrones de Bureba;Total;De 65 a 69 años;3
09 Burgos;09244 Padrones de Bureba;Total;De 70 a 74 años;2
09 Burgos;09244 Padrones de Bureba;Total;De 75 a 79 años;2
09 Burgos;09244 Padrones de Bureba;Total;De 80 a 84 años;2
09 Burgos;09244 Padrones de Bureba;Total;De 85 a 89 años;5
09 Burgos;09244 Padrones de Bureba;Total;De 90 a 94 años;2
09 Burgos;09244 Padrones de Bureba;Total;De 95 a 99 años;1
09 Burgos;09244 Padrones de Bureba;Total;100 y más años;1
09 Burgos;09246 Palacios de la Sierra;Total;De 65 a 69 años;54
09 Burgos;09246 Palacios de la Sierra;Total;De 70 a 74 años;31
09 Burgos;09246 Palacios de la Sierra;Total;De 75 a 79 años;34
09 Burgos;09246 Palacios de la Sierra;Total;De 80 a 84 años;40
09 Burgos;09246 Palacios de la Sierra;Total;De 85 a 89 años;33
09 Burgos;09246 Palacios de la Sierra;Total;De 90 a 94 años;24
09 Burgos;09246 Palacios de la Sierra;Total;De 95 a 99 años;6
09 Burgos;09246 Palacios de la Sierra;Total;100 y más años;0
09 Burgos;09247 Palacios de Riopisuerga;Total;De 65 a 69 años;3
09 Burgos;09247 Palacios de Riopisuerga;Total;De 70 a 74 años;1
09 Burgos;09247 Palacios de Riopisuerga;Total;De 75 a 79 años;0
09 Burgos;09247 Palacios de Riopisuerga;Total;De 80 a 84 años;2
09 Burgos;09247 Palacios de Riopisuerga;Total;De 85 a 89 años;0
09 Burgos;09247 Palacios de Riopisuerga;Total;De 90 a 94 años;1
09 Burgos;09247 Palacios de Riopisuerga;Total;De 95 a 99 años;0
09 Burgos;09247 Palacios de Riopisuerga;Total;100 y más años;0
09 Burgos;09248 Palazuelos de la Sierra;Total;De 65 a 69 años;10
09 Burgos;09248 Palazuelos de la Sierra;Total;De 70 a 74 años;9
09 Burgos;09248 Palazuelos de la Sierra;Total;De 75 a 79 años;9
09 Burgos;09248 Palazuelos de la Sierra;Total;De 80 a 84 años;7
09 Burgos;09248 Palazuelos de la Sierra;Total;De 85 a 89 años;1
09 Burgos;09248 Palazuelos de la Sierra;Total;De 90 a 94 años;2
09 Burgos;09248 Palazuelos de la Sierra;Total;De 95 a 99 años;3
09 Burgos;09248 Palazuelos de la Sierra;Total;100 y más años;0
09 Burgos;09249 Palazuelos de Muñó;Total;De 65 a 69 años;5
09 Burgos;09249 Palazuelos de Muñó;Total;De 70 a 74 años;4
09 Burgos;09249 Palazuelos de Muñó;Total;De 75 a 79 años;7
09 Burgos;09249 Palazuelos de Muñó;Total;De 80 a 84 años;2
09 Burgos;09249 Palazuelos de Muñó;Total;De 85 a 89 años;0
09 Burgos;09249 Palazuelos de Muñó;Total;De 90 a 94 años;1
09 Burgos;09249 Palazuelos de Muñó;Total;De 95 a 99 años;0
09 Burgos;09249 Palazuelos de Muñó;Total;100 y más años;0
09 Burgos;09250 Pampliega;Total;De 65 a 69 años;14
09 Burgos;09250 Pampliega;Total;De 70 a 74 años;18
09 Burgos;09250 Pampliega;Total;De 75 a 79 años;17
09 Burgos;09250 Pampliega;Total;De 80 a 84 años;29
09 Burgos;09250 Pampliega;Total;De 85 a 89 años;12
09 Burgos;09250 Pampliega;Total;De 90 a 94 años;13
09 Burgos;09250 Pampliega;Total;De 95 a 99 años;0
09 Burgos;09250 Pampliega;Total;100 y más años;1
09 Burgos;09251 Pancorbo;Total;De 65 a 69 años;24
09 Burgos;09251 Pancorbo;Total;De 70 a 74 años;25
09 Burgos;09251 Pancorbo;Total;De 75 a 79 años;30
09 Burgos;09251 Pancorbo;Total;De 80 a 84 años;20
09 Burgos;09251 Pancorbo;Total;De 85 a 89 años;11
09 Burgos;09251 Pancorbo;Total;De 90 a 94 años;5
09 Burgos;09251 Pancorbo;Total;De 95 a 99 años;3
09 Burgos;09251 Pancorbo;Total;100 y más años;0
09 Burgos;09253 Pardilla;Total;De 65 a 69 años;11
09 Burgos;09253 Pardilla;Total;De 70 a 74 años;3
09 Burgos;09253 Pardilla;Total;De 75 a 79 años;7
09 Burgos;09253 Pardilla;Total;De 80 a 84 años;4
09 Burgos;09253 Pardilla;Total;De 85 a 89 años;3
09 Burgos;09253 Pardilla;Total;De 90 a 94 años;1
09 Burgos;09253 Pardilla;Total;De 95 a 99 años;1
09 Burgos;09253 Pardilla;Total;100 y más años;0
09 Burgos;09255 Partido de la Sierra en Tobalina;Total;De 65 a 69 años;12
09 Burgos;09255 Partido de la Sierra en Tobalina;Total;De 70 a 74 años;15
09 Burgos;09255 Partido de la Sierra en Tobalina;Total;De 75 a 79 años;6
09 Burgos;09255 Partido de la Sierra en Tobalina;Total;De 80 a 84 años;6
09 Burgos;09255 Partido de la Sierra en Tobalina;Total;De 85 a 89 años;3
09 Burgos;09255 Partido de la Sierra en Tobalina;Total;De 90 a 94 años;0
09 Burgos;09255 Partido de la Sierra en Tobalina;Total;De 95 a 99 años;2
09 Burgos;09255 Partido de la Sierra en Tobalina;Total;100 y más años;0
09 Burgos;09256 Pedrosa de Duero;Total;De 65 a 69 años;34
09 Burgos;09256 Pedrosa de Duero;Total;De 70 a 74 años;22
09 Burgos;09256 Pedrosa de Duero;Total;De 75 a 79 años;20
09 Burgos;09256 Pedrosa de Duero;Total;De 80 a 84 años;28
09 Burgos;09256 Pedrosa de Duero;Total;De 85 a 89 años;7
09 Burgos;09256 Pedrosa de Duero;Total;De 90 a 94 años;10
09 Burgos;09256 Pedrosa de Duero;Total;De 95 a 99 años;6
09 Burgos;09256 Pedrosa de Duero;Total;100 y más años;0
09 Burgos;09257 Pedrosa del Páramo;Total;De 65 a 69 años;8
09 Burgos;09257 Pedrosa del Páramo;Total;De 70 a 74 años;6
09 Burgos;09257 Pedrosa del Páramo;Total;De 75 a 79 años;9
09 Burgos;09257 Pedrosa del Páramo;Total;De 80 a 84 años;2
09 Burgos;09257 Pedrosa del Páramo;Total;De 85 a 89 años;2
09 Burgos;09257 Pedrosa del Páramo;Total;De 90 a 94 años;3
09 Burgos;09257 Pedrosa del Páramo;Total;De 95 a 99 años;1
09 Burgos;09257 Pedrosa del Páramo;Total;100 y más años;0
09 Burgos;09258 Pedrosa del Príncipe;Total;De 65 a 69 años;17
09 Burgos;09258 Pedrosa del Príncipe;Total;De 70 a 74 años;10
09 Burgos;09258 Pedrosa del Príncipe;Total;De 75 a 79 años;17
09 Burgos;09258 Pedrosa del Príncipe;Total;De 80 a 84 años;13
09 Burgos;09258 Pedrosa del Príncipe;Total;De 85 a 89 años;11
09 Burgos;09258 Pedrosa del Príncipe;Total;De 90 a 94 años;6
09 Burgos;09258 Pedrosa del Príncipe;Total;De 95 a 99 años;5
09 Burgos;09258 Pedrosa del Príncipe;Total;100 y más años;1
09 Burgos;09259 Pedrosa de Río Úrbel;Total;De 65 a 69 años;26
09 Burgos;09259 Pedrosa de Río Úrbel;Total;De 70 a 74 años;19
09 Burgos;09259 Pedrosa de Río Úrbel;Total;De 75 a 79 años;14
09 Burgos;09259 Pedrosa de Río Úrbel;Total;De 80 a 84 años;11
09 Burgos;09259 Pedrosa de Río Úrbel;Total;De 85 a 89 años;4
09 Burgos;09259 Pedrosa de Río Úrbel;Total;De 90 a 94 años;14
09 Burgos;09259 Pedrosa de Río Úrbel;Total;De 95 a 99 años;1
09 Burgos;09259 Pedrosa de Río Úrbel;Total;100 y más años;0
09 Burgos;09261 Peñaranda de Duero;Total;De 65 a 69 años;28
09 Burgos;09261 Peñaranda de Duero;Total;De 70 a 74 años;29
09 Burgos;09261 Peñaranda de Duero;Total;De 75 a 79 años;34
09 Burgos;09261 Peñaranda de Duero;Total;De 80 a 84 años;32
09 Burgos;09261 Peñaranda de Duero;Total;De 85 a 89 años;14
09 Burgos;09261 Peñaranda de Duero;Total;De 90 a 94 años;19
09 Burgos;09261 Peñaranda de Duero;Total;De 95 a 99 años;4
09 Burgos;09261 Peñaranda de Duero;Total;100 y más años;1
09 Burgos;09262 Peral de Arlanza;Total;De 65 a 69 años;14
09 Burgos;09262 Peral de Arlanza;Total;De 70 a 74 años;13
09 Burgos;09262 Peral de Arlanza;Total;De 75 a 79 años;11
09 Burgos;09262 Peral de Arlanza;Total;De 80 a 84 años;14
09 Burgos;09262 Peral de Arlanza;Total;De 85 a 89 años;4
09 Burgos;09262 Peral de Arlanza;Total;De 90 a 94 años;10
09 Burgos;09262 Peral de Arlanza;Total;De 95 a 99 años;2
09 Burgos;09262 Peral de Arlanza;Total;100 y más años;0
09 Burgos;09265 Piérnigas;Total;De 65 a 69 años;6
09 Burgos;09265 Piérnigas;Total;De 70 a 74 años;6
09 Burgos;09265 Piérnigas;Total;De 75 a 79 años;2
09 Burgos;09265 Piérnigas;Total;De 80 a 84 años;3
09 Burgos;09265 Piérnigas;Total;De 85 a 89 años;0
09 Burgos;09265 Piérnigas;Total;De 90 a 94 años;3
09 Burgos;09265 Piérnigas;Total;De 95 a 99 años;0
09 Burgos;09265 Piérnigas;Total;100 y más años;0
09 Burgos;09266 Pineda de la Sierra;Total;De 65 a 69 años;11
09 Burgos;09266 Pineda de la Sierra;Total;De 70 a 74 años;12
09 Burgos;09266 Pineda de la Sierra;Total;De 75 a 79 años;5
09 Burgos;09266 Pineda de la Sierra;Total;De 80 a 84 años;5
09 Burgos;09266 Pineda de la Sierra;Total;De 85 a 89 años;4
09 Burgos;09266 Pineda de la Sierra;Total;De 90 a 94 años;2
09 Burgos;09266 Pineda de la Sierra;Total;De 95 a 99 años;0
09 Burgos;09266 Pineda de la Sierra;Total;100 y más años;0
09 Burgos;09267 Pineda Trasmonte;Total;De 65 a 69 años;7
09 Burgos;09267 Pineda Trasmonte;Total;De 70 a 74 años;7
09 Burgos;09267 Pineda Trasmonte;Total;De 75 a 79 años;8
09 Burgos;09267 Pineda Trasmonte;Total;De 80 a 84 años;6
09 Burgos;09267 Pineda Trasmonte;Total;De 85 a 89 años;7
09 Burgos;09267 Pineda Trasmonte;Total;De 90 a 94 años;5
09 Burgos;09267 Pineda Trasmonte;Total;De 95 a 99 años;1
09 Burgos;09267 Pineda Trasmonte;Total;100 y más años;0
09 Burgos;09268 Pinilla de los Barruecos;Total;De 65 a 69 años;9
09 Burgos;09268 Pinilla de los Barruecos;Total;De 70 a 74 años;6
09 Burgos;09268 Pinilla de los Barruecos;Total;De 75 a 79 años;6
09 Burgos;09268 Pinilla de los Barruecos;Total;De 80 a 84 años;7
09 Burgos;09268 Pinilla de los Barruecos;Total;De 85 a 89 años;7
09 Burgos;09268 Pinilla de los Barruecos;Total;De 90 a 94 años;6
09 Burgos;09268 Pinilla de los Barruecos;Total;De 95 a 99 años;1
09 Burgos;09268 Pinilla de los Barruecos;Total;100 y más años;0
09 Burgos;09269 Pinilla de los Moros;Total;De 65 a 69 años;3
09 Burgos;09269 Pinilla de los Moros;Total;De 70 a 74 años;4
09 Burgos;09269 Pinilla de los Moros;Total;De 75 a 79 años;0
09 Burgos;09269 Pinilla de los Moros;Total;De 80 a 84 años;4
09 Burgos;09269 Pinilla de los Moros;Total;De 85 a 89 años;2
09 Burgos;09269 Pinilla de los Moros;Total;De 90 a 94 años;0
09 Burgos;09269 Pinilla de los Moros;Total;De 95 a 99 años;0
09 Burgos;09269 Pinilla de los Moros;Total;100 y más años;0
09 Burgos;09270 Pinilla Trasmonte;Total;De 65 a 69 años;14
09 Burgos;09270 Pinilla Trasmonte;Total;De 70 a 74 años;8
09 Burgos;09270 Pinilla Trasmonte;Total;De 75 a 79 años;13
09 Burgos;09270 Pinilla Trasmonte;Total;De 80 a 84 años;9
09 Burgos;09270 Pinilla Trasmonte;Total;De 85 a 89 años;2
09 Burgos;09270 Pinilla Trasmonte;Total;De 90 a 94 años;7
09 Burgos;09270 Pinilla Trasmonte;Total;De 95 a 99 años;3
09 Burgos;09270 Pinilla Trasmonte;Total;100 y más años;1
09 Burgos;09272 Poza de la Sal;Total;De 65 a 69 años;29
09 Burgos;09272 Poza de la Sal;Total;De 70 a 74 años;24
09 Burgos;09272 Poza de la Sal;Total;De 75 a 79 años;20
09 Burgos;09272 Poza de la Sal;Total;De 80 a 84 años;17
09 Burgos;09272 Poza de la Sal;Total;De 85 a 89 años;10
09 Burgos;09272 Poza de la Sal;Total;De 90 a 94 años;8
09 Burgos;09272 Poza de la Sal;Total;De 95 a 99 años;2
09 Burgos;09272 Poza de la Sal;Total;100 y más años;0
09 Burgos;09273 Prádanos de Bureba;Total;De 65 a 69 años;4
09 Burgos;09273 Prádanos de Bureba;Total;De 70 a 74 años;1
09 Burgos;09273 Prádanos de Bureba;Total;De 75 a 79 años;2
09 Burgos;09273 Prádanos de Bureba;Total;De 80 a 84 años;4
09 Burgos;09273 Prádanos de Bureba;Total;De 85 a 89 años;2
09 Burgos;09273 Prádanos de Bureba;Total;De 90 a 94 años;1
09 Burgos;09273 Prádanos de Bureba;Total;De 95 a 99 años;2
09 Burgos;09273 Prádanos de Bureba;Total;100 y más años;0
09 Burgos;09274 Pradoluengo;Total;De 65 a 69 años;88
09 Burgos;09274 Pradoluengo;Total;De 70 a 74 años;56
09 Burgos;09274 Pradoluengo;Total;De 75 a 79 años;70
09 Burgos;09274 Pradoluengo;Total;De 80 a 84 años;78
09 Burgos;09274 Pradoluengo;Total;De 85 a 89 años;45
09 Burgos;09274 Pradoluengo;Total;De 90 a 94 años;34
09 Burgos;09274 Pradoluengo;Total;De 95 a 99 años;8
09 Burgos;09274 Pradoluengo;Total;100 y más años;1
09 Burgos;09275 Presencio;Total;De 65 a 69 años;20
09 Burgos;09275 Presencio;Total;De 70 a 74 años;21
09 Burgos;09275 Presencio;Total;De 75 a 79 años;14
09 Burgos;09275 Presencio;Total;De 80 a 84 años;11
09 Burgos;09275 Presencio;Total;De 85 a 89 años;7
09 Burgos;09275 Presencio;Total;De 90 a 94 años;7
09 Burgos;09275 Presencio;Total;De 95 a 99 años;3
09 Burgos;09275 Presencio;Total;100 y más años;0
09 Burgos;09276 Puebla de Arganzón, La;Total;De 65 a 69 años;24
09 Burgos;09276 Puebla de Arganzón, La;Total;De 70 a 74 años;16
09 Burgos;09276 Puebla de Arganzón, La;Total;De 75 a 79 años;12
09 Burgos;09276 Puebla de Arganzón, La;Total;De 80 a 84 años;5
09 Burgos;09276 Puebla de Arganzón, La;Total;De 85 a 89 años;5
09 Burgos;09276 Puebla de Arganzón, La;Total;De 90 a 94 años;1
09 Burgos;09276 Puebla de Arganzón, La;Total;De 95 a 99 años;0
09 Burgos;09276 Puebla de Arganzón, La;Total;100 y más años;0
09 Burgos;09277 Puentedura;Total;De 65 a 69 años;12
09 Burgos;09277 Puentedura;Total;De 70 a 74 años;13
09 Burgos;09277 Puentedura;Total;De 75 a 79 años;13
09 Burgos;09277 Puentedura;Total;De 80 a 84 años;7
09 Burgos;09277 Puentedura;Total;De 85 a 89 años;6
09 Burgos;09277 Puentedura;Total;De 90 a 94 años;3
09 Burgos;09277 Puentedura;Total;De 95 a 99 años;1
09 Burgos;09277 Puentedura;Total;100 y más años;0
09 Burgos;09279 Quemada;Total;De 65 a 69 años;21
09 Burgos;09279 Quemada;Total;De 70 a 74 años;17
09 Burgos;09279 Quemada;Total;De 75 a 79 años;16
09 Burgos;09279 Quemada;Total;De 80 a 84 años;11
09 Burgos;09279 Quemada;Total;De 85 a 89 años;6
09 Burgos;09279 Quemada;Total;De 90 a 94 años;5
09 Burgos;09279 Quemada;Total;De 95 a 99 años;0
09 Burgos;09279 Quemada;Total;100 y más años;1
09 Burgos;09280 Quintanabureba;Total;De 65 a 69 años;4
09 Burgos;09280 Quintanabureba;Total;De 70 a 74 años;3
09 Burgos;09280 Quintanabureba;Total;De 75 a 79 años;1
09 Burgos;09280 Quintanabureba;Total;De 80 a 84 años;1
09 Burgos;09280 Quintanabureba;Total;De 85 a 89 años;4
09 Burgos;09280 Quintanabureba;Total;De 90 a 94 años;1
09 Burgos;09280 Quintanabureba;Total;De 95 a 99 años;0
09 Burgos;09280 Quintanabureba;Total;100 y más años;0
09 Burgos;09281 Quintana del Pidio;Total;De 65 a 69 años;14
09 Burgos;09281 Quintana del Pidio;Total;De 70 a 74 años;10
09 Burgos;09281 Quintana del Pidio;Total;De 75 a 79 años;7
09 Burgos;09281 Quintana del Pidio;Total;De 80 a 84 años;4
09 Burgos;09281 Quintana del Pidio;Total;De 85 a 89 años;3
09 Burgos;09281 Quintana del Pidio;Total;De 90 a 94 años;5
09 Burgos;09281 Quintana del Pidio;Total;De 95 a 99 años;0
09 Burgos;09281 Quintana del Pidio;Total;100 y más años;0
09 Burgos;09283 Quintanaélez;Total;De 65 a 69 años;0
09 Burgos;09283 Quintanaélez;Total;De 70 a 74 años;3
09 Burgos;09283 Quintanaélez;Total;De 75 a 79 años;5
09 Burgos;09283 Quintanaélez;Total;De 80 a 84 años;6
09 Burgos;09283 Quintanaélez;Total;De 85 a 89 años;2
09 Burgos;09283 Quintanaélez;Total;De 90 a 94 años;2
09 Burgos;09283 Quintanaélez;Total;De 95 a 99 años;0
09 Burgos;09283 Quintanaélez;Total;100 y más años;0
09 Burgos;09287 Quintanaortuño;Total;De 65 a 69 años;19
09 Burgos;09287 Quintanaortuño;Total;De 70 a 74 años;5
09 Burgos;09287 Quintanaortuño;Total;De 75 a 79 años;5
09 Burgos;09287 Quintanaortuño;Total;De 80 a 84 años;3
09 Burgos;09287 Quintanaortuño;Total;De 85 a 89 años;3
09 Burgos;09287 Quintanaortuño;Total;De 90 a 94 años;4
09 Burgos;09287 Quintanaortuño;Total;De 95 a 99 años;0
09 Burgos;09287 Quintanaortuño;Total;100 y más años;0
09 Burgos;09288 Quintanapalla;Total;De 65 a 69 años;7
09 Burgos;09288 Quintanapalla;Total;De 70 a 74 años;12
09 Burgos;09288 Quintanapalla;Total;De 75 a 79 años;7
09 Burgos;09288 Quintanapalla;Total;De 80 a 84 años;7
09 Burgos;09288 Quintanapalla;Total;De 85 a 89 años;0
09 Burgos;09288 Quintanapalla;Total;De 90 a 94 años;4
09 Burgos;09288 Quintanapalla;Total;De 95 a 99 años;0
09 Burgos;09288 Quintanapalla;Total;100 y más años;1
09 Burgos;09289 Quintanar de la Sierra;Total;De 65 a 69 años;109
09 Burgos;09289 Quintanar de la Sierra;Total;De 70 a 74 años;76
09 Burgos;09289 Quintanar de la Sierra;Total;De 75 a 79 años;116
09 Burgos;09289 Quintanar de la Sierra;Total;De 80 a 84 años;115
09 Burgos;09289 Quintanar de la Sierra;Total;De 85 a 89 años;62
09 Burgos;09289 Quintanar de la Sierra;Total;De 90 a 94 años;38
09 Burgos;09289 Quintanar de la Sierra;Total;De 95 a 99 años;15
09 Burgos;09289 Quintanar de la Sierra;Total;100 y más años;1
09 Burgos;09292 Quintanavides;Total;De 65 a 69 años;8
09 Burgos;09292 Quintanavides;Total;De 70 a 74 años;5
09 Burgos;09292 Quintanavides;Total;De 75 a 79 años;5
09 Burgos;09292 Quintanavides;Total;De 80 a 84 años;3
09 Burgos;09292 Quintanavides;Total;De 85 a 89 años;3
09 Burgos;09292 Quintanavides;Total;De 90 a 94 años;0
09 Burgos;09292 Quintanavides;Total;De 95 a 99 años;1
09 Burgos;09292 Quintanavides;Total;100 y más años;0
09 Burgos;09294 Quintanilla de la Mata;Total;De 65 a 69 años;17
09 Burgos;09294 Quintanilla de la Mata;Total;De 70 a 74 años;8
09 Burgos;09294 Quintanilla de la Mata;Total;De 75 a 79 años;9
09 Burgos;09294 Quintanilla de la Mata;Total;De 80 a 84 años;1
09 Burgos;09294 Quintanilla de la Mata;Total;De 85 a 89 años;1
09 Burgos;09294 Quintanilla de la Mata;Total;De 90 a 94 años;3
09 Burgos;09294 Quintanilla de la Mata;Total;De 95 a 99 años;0
09 Burgos;09294 Quintanilla de la Mata;Total;100 y más años;0
09 Burgos;09295 Quintanilla del Coco;Total;De 65 a 69 años;8
09 Burgos;09295 Quintanilla del Coco;Total;De 70 a 74 años;1
09 Burgos;09295 Quintanilla del Coco;Total;De 75 a 79 años;2
09 Burgos;09295 Quintanilla del Coco;Total;De 80 a 84 años;2
09 Burgos;09295 Quintanilla del Coco;Total;De 85 a 89 años;3
09 Burgos;09295 Quintanilla del Coco;Total;De 90 a 94 años;1
09 Burgos;09295 Quintanilla del Coco;Total;De 95 a 99 años;1
09 Burgos;09295 Quintanilla del Coco;Total;100 y más años;0
09 Burgos;09297 Quintanillas, Las;Total;De 65 a 69 años;23
09 Burgos;09297 Quintanillas, Las;Total;De 70 a 74 años;25
09 Burgos;09297 Quintanillas, Las;Total;De 75 a 79 años;19
09 Burgos;09297 Quintanillas, Las;Total;De 80 a 84 años;17
09 Burgos;09297 Quintanillas, Las;Total;De 85 a 89 años;7
09 Burgos;09297 Quintanillas, Las;Total;De 90 a 94 años;2
09 Burgos;09297 Quintanillas, Las;Total;De 95 a 99 años;5
09 Burgos;09297 Quintanillas, Las;Total;100 y más años;0
09 Burgos;09298 Quintanilla San García;Total;De 65 a 69 años;6
09 Burgos;09298 Quintanilla San García;Total;De 70 a 74 años;3
09 Burgos;09298 Quintanilla San García;Total;De 75 a 79 años;3
09 Burgos;09298 Quintanilla San García;Total;De 80 a 84 años;5
09 Burgos;09298 Quintanilla San García;Total;De 85 a 89 años;5
09 Burgos;09298 Quintanilla San García;Total;De 90 a 94 años;2
09 Burgos;09298 Quintanilla San García;Total;De 95 a 99 años;0
09 Burgos;09298 Quintanilla San García;Total;100 y más años;0
09 Burgos;09301 Quintanilla Vivar;Total;De 65 a 69 años;52
09 Burgos;09301 Quintanilla Vivar;Total;De 70 a 74 años;32
09 Burgos;09301 Quintanilla Vivar;Total;De 75 a 79 años;26
09 Burgos;09301 Quintanilla Vivar;Total;De 80 a 84 años;12
09 Burgos;09301 Quintanilla Vivar;Total;De 85 a 89 años;8
09 Burgos;09301 Quintanilla Vivar;Total;De 90 a 94 años;11
09 Burgos;09301 Quintanilla Vivar;Total;De 95 a 99 años;3
09 Burgos;09301 Quintanilla Vivar;Total;100 y más años;0
09 Burgos;09302 Rabanera del Pinar;Total;De 65 a 69 años;9
09 Burgos;09302 Rabanera del Pinar;Total;De 70 a 74 años;8
09 Burgos;09302 Rabanera del Pinar;Total;De 75 a 79 años;11
09 Burgos;09302 Rabanera del Pinar;Total;De 80 a 84 años;4
09 Burgos;09302 Rabanera del Pinar;Total;De 85 a 89 años;5
09 Burgos;09302 Rabanera del Pinar;Total;De 90 a 94 años;7
09 Burgos;09302 Rabanera del Pinar;Total;De 95 a 99 años;1
09 Burgos;09302 Rabanera del Pinar;Total;100 y más años;0
09 Burgos;09303 Rábanos;Total;De 65 a 69 años;12
09 Burgos;09303 Rábanos;Total;De 70 a 74 años;10
09 Burgos;09303 Rábanos;Total;De 75 a 79 años;7
09 Burgos;09303 Rábanos;Total;De 80 a 84 años;8
09 Burgos;09303 Rábanos;Total;De 85 a 89 años;0
09 Burgos;09303 Rábanos;Total;De 90 a 94 años;2
09 Burgos;09303 Rábanos;Total;De 95 a 99 años;0
09 Burgos;09303 Rábanos;Total;100 y más años;0
09 Burgos;09304 Rabé de las Calzadas;Total;De 65 a 69 años;26
09 Burgos;09304 Rabé de las Calzadas;Total;De 70 a 74 años;24
09 Burgos;09304 Rabé de las Calzadas;Total;De 75 a 79 años;15
09 Burgos;09304 Rabé de las Calzadas;Total;De 80 a 84 años;14
09 Burgos;09304 Rabé de las Calzadas;Total;De 85 a 89 años;10
09 Burgos;09304 Rabé de las Calzadas;Total;De 90 a 94 años;12
09 Burgos;09304 Rabé de las Calzadas;Total;De 95 a 99 años;3
09 Burgos;09304 Rabé de las Calzadas;Total;100 y más años;0
09 Burgos;09306 Rebolledo de la Torre;Total;De 65 a 69 años;10
09 Burgos;09306 Rebolledo de la Torre;Total;De 70 a 74 años;4
09 Burgos;09306 Rebolledo de la Torre;Total;De 75 a 79 años;7
09 Burgos;09306 Rebolledo de la Torre;Total;De 80 a 84 años;4
09 Burgos;09306 Rebolledo de la Torre;Total;De 85 a 89 años;5
09 Burgos;09306 Rebolledo de la Torre;Total;De 90 a 94 años;3
09 Burgos;09306 Rebolledo de la Torre;Total;De 95 a 99 años;0
09 Burgos;09306 Rebolledo de la Torre;Total;100 y más años;0
09 Burgos;09307 Redecilla del Camino;Total;De 65 a 69 años;8
09 Burgos;09307 Redecilla del Camino;Total;De 70 a 74 años;7
09 Burgos;09307 Redecilla del Camino;Total;De 75 a 79 años;9
09 Burgos;09307 Redecilla del Camino;Total;De 80 a 84 años;5
09 Burgos;09307 Redecilla del Camino;Total;De 85 a 89 años;4
09 Burgos;09307 Redecilla del Camino;Total;De 90 a 94 años;1
09 Burgos;09307 Redecilla del Camino;Total;De 95 a 99 años;0
09 Burgos;09307 Redecilla del Camino;Total;100 y más años;0
09 Burgos;09308 Redecilla del Campo;Total;De 65 a 69 años;5
09 Burgos;09308 Redecilla del Campo;Total;De 70 a 74 años;5
09 Burgos;09308 Redecilla del Campo;Total;De 75 a 79 años;6
09 Burgos;09308 Redecilla del Campo;Total;De 80 a 84 años;4
09 Burgos;09308 Redecilla del Campo;Total;De 85 a 89 años;2
09 Burgos;09308 Redecilla del Campo;Total;De 90 a 94 años;1
09 Burgos;09308 Redecilla del Campo;Total;De 95 a 99 años;0
09 Burgos;09308 Redecilla del Campo;Total;100 y más años;0
09 Burgos;09309 Regumiel de la Sierra;Total;De 65 a 69 años;28
09 Burgos;09309 Regumiel de la Sierra;Total;De 70 a 74 años;22
09 Burgos;09309 Regumiel de la Sierra;Total;De 75 a 79 años;17
09 Burgos;09309 Regumiel de la Sierra;Total;De 80 a 84 años;14
09 Burgos;09309 Regumiel de la Sierra;Total;De 85 a 89 años;6
09 Burgos;09309 Regumiel de la Sierra;Total;De 90 a 94 años;8
09 Burgos;09309 Regumiel de la Sierra;Total;De 95 a 99 años;0
09 Burgos;09309 Regumiel de la Sierra;Total;100 y más años;0
09 Burgos;09310 Reinoso;Total;De 65 a 69 años;0
09 Burgos;09310 Reinoso;Total;De 70 a 74 años;2
09 Burgos;09310 Reinoso;Total;De 75 a 79 años;2
