ID|TIPO_VIA|NOMBRE_VIA|PORTAL1|PORTAL2|CODPOSTAL|COD_INE_MUNICIPIO|PROVINCIA|MUNICIPIO|POBLACION|LATITUD_WGS84_4326|LONGITUD_WGS84_4326
24-E1-00020||CALLE VICTOR FERNANDEZ|17||24650|24114|LEON|LA POLA DE GORDÓN|SANTA LUCIA||
24-E1-00024||PLAZA GENERALISIMO|4|||24209|LEON|VILLAFRANCA DEL BIERZO|VILLAFRANCA DEL BIERZO||
24-E1-00026||CALLE MESONES|S-N||24210|24094|LEON|MANSILLA DE LAS MULAS|MANSILLA DE LAS MULAS||
24-E1-00027||CALLE LEON XIII|3||24008|24089|LEON|LEÓN|LEON||
24-E1-00033||CALLE ERAS (LAS)|S-N||24398|24057|LEON|CONGOSTO|SAN MIGUEL DE LAS DUEÑAS||
24-E1-00039||CALLE MAESTRO JOSE ALONSO BARRIO|3||24300|24014|LEON|BEMBIBRE|BEMBIBRE||
24-E1-00040||PLAZA NEGRILLON (EL)|3||24850|24021|LEON|BOÑAR|BOÑAR||
24-E1-00043||CALLE LORENZO SEGURA|2||24700|24008|LEON|ASTORGA|ASTORGA||
24-E1-00045||AVDA ASTURIAS|10||24200|24188|LEON|VALENCIA DE DON JUAN|VALENCIA DE DON JUAN||
24-E1-00048||CALLE PRIETO DE CASTRO|1||24700|24008|LEON|ASTORGA|ASTORGA||
24-E1-00053||CALLE VALDELACABRA|11||24360|24210|LEON|VILLAGATÓN|BRAÑUELAS||
24-E1-00055||AVDA REPUBLICA ARGENTINA|1||24004|24089|LEON|LEÓN|LEON||
24-E1-00059||AVDA CARDENAL AGUIRRE|37||24600|24114|LEON|LA POLA DE GORDÓN|POLA DE GORDON (LA)||
24-E1-00067||CALLE HONDA|75||24234|24088|LEON|LAGUNA DE NEGRILLOS|LAGUNA DE NEGRILLOS||
24-E1-00068||CALLE SANTA NONIA|1||24003|24089|LEON|LEÓN|LEON||
24-E1-00072||PLAZA GENERALISIMO (EL)|S-N||24170|24004|LEON|ALMANZA|ALMANZA||
24-E1-00073||CALLE CARRETERA|25||24235|24221|LEON|VILLAQUEJIDA|VILLAQUEJIDA||
24-E1-00076||CALLE DOCTOR AREN|25||24500|24209|LEON|VILLAFRANCA DEL BIERZO|VILLAFRANCA DEL BIERZO||
24-E1-00077||CALLE ARTESANOS,|2|||24152|LEON|SANTA COLOMBA DE SOMOZA|SANTA COLOMBA DE SOMOZA||
24-E1-00078||AVDA ROMA|4||24001|24089|LEON|LEÓN|LEON||
24-E1-00082||CALLE SAN AGUSTIN|1||24001|24089|LEON|LEÓN|LEON||
24-E1-00093||PLAZA ESPAÑA|11||24700|24008|LEON|ASTORGA|ASTORGA||
24-E1-00094||CALLE ALCALDE MANUEL ORALLO|3||24420|24070|LEON|FABERO|FABERO||
24-E1-00099||CALLE JUAN DE BADAJOZ|1||24002|24089|LEON|LEÓN|LEON||
24-E1-00101||CALLE JUAN CARLOS I REY|34||24750|24010|LEON|LA BAÑEZA|BAÑEZA (LA)||
24-E1-00102||CALLE ANCHA|21||24400|24115|LEON|PONFERRADA|PONFERRADA||
24-E1-00103||CALLE SAN FRANCISCO|15||24003|24089|LEON|LEÓN|LEON||
24-E1-00104||AVDA PADRE ISLA|116||24008|24089|LEON|LEÓN|LEON||
24-E1-00111||CALLE CARRETERA|0||24160|24079|LEON|GRADEFES|GRADEFES||
24-E1-00118||AVDA ORDOÑO II|3||24001|24089|LEON|LEÓN|LEON||
24-E1-00129||CALLE CARDENAL LORENZANA|2||24001|24089|LEON|LEÓN|LEON||
24-E1-00131||AVDA PADRE ISLA|4|||24089|LEON|LEÓN|LEON||
24-E1-00132||CALLE ORDOÑO II|39||24001|24089|LEON|LEÓN|LEON||
24-E1-00135||CALLE CERVANTES|3||24003|24089|LEON|LEÓN|LEON||
24-E1-00136||CALLE SAN JUAN|62||24311|24071|LEON|FOLGOSO DE LA RIBERA|FOLGOSO DE LA RIBERA||
24-E1-00139||CALLE CORPUS CHRISTI|159||24191|24142|LEON|SAN ANDRÉS DEL RABANEDO|SAN ANDRES DEL RABANEDO||
24-E1-00141||CALLE SANTA ANA|22||24006|24089|LEON|LEÓN|LEON||
24-E1-00142||AVDA MARIANO ANDRES|184||24008|24089|LEON|LEÓN|LEON||
24-E1-00148||AVDA JOSE AGUADO|32||24005|24089|LEON|LEÓN|LEON||
24-E1-00149||CALLE ERA (LA)|5||24153|24201|LEON|VEGAS DEL CONDADO|VEGAS DEL CONDADO||
24-E1-00158||AVDA MARIANO ANDRES|18||24008|24089|LEON|LEÓN|LEON||
24-E1-00159||CALLE CALVO SOTELO|S-N||24230|24187|LEON|VALDEVIMBRE|VALDEVIMBRE||
24-E1-00167||CALLE CAMINO DE SANTIAGO|29||24400|24115|LEON|PONFERRADA|PONFERRADA||
24-E1-00170||AVDA HUERTAS DEL SACRAMENTO|19||24400|24115|LEON|PONFERRADA|PONFERRADA||
24-E1-00173||CALLE RELOJERO LOSADA|23||24009|24089|LEON|LEÓN|LEON||
24-E1-00176||CALLE ANCHA|42||24400|24115|LEON|PONFERRADA|PONFERRADA||
24-E1-00177||CALLE SAN ROQUE|23||24549|24038|LEON|CARRACEDELO|CARRACEDELO||
49-E1-00075||CALLE IGLESIA|0||49210|49008|ZAMORA|ALMEIDA DE SAYAGO|ALMEIDA DE SAYAGO||
49-E1-00080||CALLE CERECINOS|22||49850|49156|ZAMORA|PINILLA DE TORO|PINILLA DE TORO||
49-E1-00084||CALLE CARRETERA|25||49332|49033|ZAMORA|CAMARZANA DE TERA|CAMARZANA DE TERA||
49-E1-00087||CALLE COSTURERAS|S-N||49696|49015|ZAMORA|ARRABALDE|ARRABALDE||
49-E1-00089||CALLE CRISTO|53||49335|49066|ZAMORA|FERRERAS DE ABAJO|FERRERAS DE ABAJO||
49-E1-00091||CLLJA ERMITA|8||49591|49176|ZAMORA|RIOFRÍO DE ALISTE|RIOFRIO DE ALISTE||
49-E1-00096||CALLE HUERTAS|10|||49022|ZAMORA|BENEGILES|BENEGILES||
49-E1-00097||CALLE ARRIBA|2|||49172|ZAMORA|RABANALES|RABANALES||
49-E1-00098||CTRA TIEDRA|2||49835|49163|ZAMORA|POZOANTIGUO|POZOANTIGUO||
49-E1-00100||PLAZA HUMILLADERO|S-N||49212|49136|ZAMORA|MUGA DE SAYAGO|MUGA DE SAYAGO||
49-E1-00109||CALLE NUÑEZ DE BALBOA|46||49022|49275|ZAMORA|ZAMORA|ZAMORA||
49-E1-00111||CALLE PLAZA DE ESPAÑA|15||49720|49151|ZAMORA|EL PERDIGÓN|PERDIGON (EL)||
49-E1-00113||CTRA SALAMANCA|40||49028|49275|ZAMORA|ZAMORA|ZAMORA||
49-E1-00116||AVDA CONSTITUCION|S-N|||49192|ZAMORA|SAN MIGUEL DEL VALLE|SAN MIGUEL DEL VALLE||
49-E1-00117||CALLE BODEGAS|3||49141|49063|ZAMORA|FARAMONTANOS DE TÁBARA|FARAMONTANOS DE TABARA||
49-E1-00120||CALLE CARMEN|15||49136|49242|ZAMORA|VILLAFÁFILA|VILLAFAFILA||
49-E1-00132||LUGAR PALACIOS|38||49121|49122|ZAMORA|MONFARRACINOS|MONFARRACINOS||
49-E1-00133||CALLE CEBADALES|9||49696|49203|ZAMORA|SANTA MARÍA DE LA VEGA|SANTA MARIA DE LA VEGA||
49-E1-00136||CMNO VENIALBO|4||49820|49239|ZAMORA|VILLABUENA DEL PUENTE|VILLABUENA DEL PUENTE||
49-E1-00137||CALLE MAYOR|2||49770|49238|ZAMORA|VILLABRÁZARO|VILLABRAZARO||
49-E1-00142||CALLE MAYOR|S-N||49699|49257|ZAMORA|VILLANUEVA DE AZOAGUE|VILLANUEVA DE AZOAGUE||
49-E1-00143||CALLE ARRIBA|33||49335|49067|ZAMORA|FERRERAS DE ARRIBA|FERRERAS DE ARRIBA||
49-E1-00148||PLAZA ENRIQUE PRIETO Y CARMEN CATALAN|1||49731|49132|ZAMORA|MORERUELA DE LOS INFANZONES|MORERUELA DE LOS INFANZONES||
49-E1-00149||PLAZA ISABEL II|S-N||49550|49068|ZAMORA|FERRERUELA|FERRERUELA DE TABARA||
49-E1-00154||CALLE BENEFICIO|60||49180|49007|ZAMORA|ALMARAZ DE DUERO|ALMARAZ DE DUERO||
49-E1-00155||CALLE ZAMORA|9||49182|49194|ZAMORA|SAN PEDRO DE LA NAVE-ALMENDRA|VALDEPERDICES||
49-E1-00156||CALLE IGLESIA|1||49619|49018|ZAMORA|AYOÓ DE VIDRIALES|AYOO DE VIDRIALES||
49-E1-00161||CALLE MEDIO|4||49660|49041|ZAMORA|CASTROGONZALO|CASTROGONZALO||
49-E1-00164||AVDA GALICIA|10||49600|49021|ZAMORA|BENAVENTE|BENAVENTE||
49-E1-00167||CALLE CRUZ|41||49151|49010|ZAMORA|ARCENILLAS|ARCENILLAS||
49-E1-00170||AVDA LUIS MORAN|69||49600|49021|ZAMORA|BENAVENTE|BENAVENTE||
